dc,hf_month,hf_week,delivery_date,source,destination,sku,sku_category,randomized_delivery_quantity
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-47825,C_05,3240
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-32377,C_01,570
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-44541,C_01,250
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-26372,C_05,605
FI,2024-07,2024-W29,2024-07-15,inventory_waste,donation,alias-50358,C_04,94
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-82385,C_08,1200
FI,2024-07,2024-W29,2024-07-15,inventory_waste,donation,alias-13683,C_07,48
PI,2024-08,2024-W34,2024-08-23,inventory_waste,donation,alias-17631,C_05,144
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-24594,C_05,43
FI,2024-07,2024-W28,2024-07-09,inventory_waste,donation,alias-92203,C_05,54
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-28027,C_01,106
FI,2024-07,2024-W28,2024-07-12,inventory_waste,disposal,alias-88356,C_05,41
FI,2024-07,2024-W28,2024-07-12,inventory_waste,disposal,alias-37458,C_05,1184
FI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-60134,C_05,640
FI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-52621,C_07,101
FI,2024-07,2024-W30,2024-07-20,inventory_waste,disposal,alias-55987,C_04,23
FI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-79352,C_05,1392
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-78274,C_02,154
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-47344,C_02,317
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-82931,C_05,38
PI,2024-08,2024-W34,2024-08-23,inventory_waste,donation,alias-11143,C_04,58
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-94574,C_05,2928
PI,2024-07,2024-W28,2024-07-11,inventory_waste,disposal,alias-25741,C_09,2765
PI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-72272,C_05,180
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-25977,C_05,9931
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-37458,C_05,2952
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-13373,C_05,422
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-35198,C_05,1368
FI,2024-08,2024-W35,2024-08-28,inventory_waste,donation,alias-48463,C_05,154
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-72466,C_05,96
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-25936,C_06,300
FI,2024-08,2024-W32,2024-08-07,inventory_waste,donation,alias-55001,C_07,883
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-38277,C_01,168
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-11331,C_05,2371
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-60134,C_05,320
FI,2024-08,2024-W32,2024-08-05,inventory_waste,donation,alias-48236,C_03,96
FI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-70536,C_07,396
FI,2024-08,2024-W33,2024-08-12,inventory_waste,donation,alias-78797,C_07,96
FI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-47452,C_01,432
FI,2024-07,2024-W29,2024-07-17,inventory_waste,donation,alias-61191,C_05,72
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-26166,C_07,878
FI,2024-07,2024-W30,2024-07-22,inventory_waste,donation,alias-24146,C_03,216
FI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-38044,C_05,720
FI,2024-08,2024-W34,2024-08-19,inventory_waste,donation,alias-74772,C_05,72
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-33764,C_05,2016
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-83006,C_05,998
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-29693,C_05,2304
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-95115,C_01,245
FI,2024-08,2024-W33,2024-08-14,inventory_waste,donation,alias-44545,C_08,648
FI,2024-08,2024-W33,2024-08-14,inventory_waste,donation,alias-40504,C_05,791
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-42978,C_05,400
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-21805,C_05,2484
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-22732,C_04,422
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-65634,C_01,864
FI,2024-08,2024-W35,2024-08-28,inventory_waste,donation,alias-94905,C_02,30
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-73676,C_02,86
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-98714,C_05,77
FI,2024-07,2024-W28,2024-07-09,inventory_waste,donation,alias-44708,C_05,2074
FI,2024-08,2024-W35,2024-08-28,inventory_waste,donation,alias-81212,C_04,67
FI,2024-08,2024-W32,2024-08-07,inventory_waste,donation,alias-18573,C_05,38
FI,2024-08,2024-W34,2024-08-20,inventory_waste,donation,alias-70225,C_05,288
FI,2024-07,2024-W28,2024-07-09,inventory_waste,donation,alias-40844,C_07,22
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-35858,C_07,142
FI,2024-07,2024-W30,2024-07-25,inventory_waste,donation,alias-36538,C_07,60
FI,2024-07,2024-W30,2024-07-25,inventory_waste,donation,alias-39061,C_07,15
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-40745,C_01,144
FI,2024-08,2024-W33,2024-08-12,inventory_waste,donation,alias-17631,C_05,54
FI,2024-08,2024-W32,2024-08-05,inventory_waste,donation,alias-30773,C_04,1814
FI,2024-07,2024-W27,2024-07-03,inventory_waste,donation,alias-21677,C_03,3040
FI,2024-08,2024-W32,2024-08-05,inventory_waste,donation,alias-81751,C_04,461
FI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-36171,C_07,461
FI,2024-07,2024-W29,2024-07-17,inventory_waste,donation,alias-20413,C_05,151
FI,2024-07,2024-W29,2024-07-17,inventory_waste,disposal,alias-45536,C_04,16
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-95115,C_01,106
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-54581,C_07,240
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-64817,C_07,77
FI,2024-07,2024-W29,2024-07-15,inventory_waste,donation,alias-30631,C_05,48
FI,2024-07,2024-W30,2024-07-22,inventory_waste,donation,alias-59031,C_05,64
FI,2024-07,2024-W30,2024-07-22,inventory_waste,donation,alias-94382,C_07,64
FI,2024-07,2024-W29,2024-07-15,inventory_waste,donation,alias-88356,C_05,36
FI,2024-08,2024-W34,2024-08-19,inventory_waste,donation,alias-62303,C_05,384
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-43674,C_05,134
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-70439,C_05,1152
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-20413,C_05,202
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-65658,C_05,270
FI,2024-07,2024-W27,2024-07-01,inventory_waste,disposal,alias-17631,C_05,16
FI,2024-08,2024-W35,2024-08-28,inventory_waste,donation,alias-96628,C_05,90
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-62181,C_05,432
FI,2024-08,2024-W32,2024-08-06,inventory_waste,disposal,alias-87213,C_05,128
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-15004,C_03,3336
FI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-24879,C_07,34
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-30953,C_07,48
FI,2024-07,2024-W29,2024-07-17,inventory_waste,donation,alias-70536,C_07,13
FI,2024-08,2024-W31,2024-07-29,inventory_waste,disposal,alias-16673,C_05,96
FI,2024-07,2024-W30,2024-07-22,inventory_waste,donation,alias-73256,C_07,151
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-42879,C_07,192
FI,2024-08,2024-W31,2024-07-29,inventory_waste,disposal,alias-33748,C_05,115
FI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-60464,C_07,44
FI,2024-08,2024-W34,2024-08-19,inventory_waste,donation,alias-43281,C_07,259
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-89840,C_05,1100
PI,2024-08,2024-W33,2024-08-16,inventory_waste,disposal,alias-48463,C_05,158
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-10465,C_07,648
PI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-18196,C_04,173
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-26689,C_05,168
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-96628,C_05,72
FI,2024-08,2024-W35,2024-08-26,inventory_waste,disposal,alias-46871,C_07,588
FI,2024-08,2024-W35,2024-08-28,inventory_waste,donation,alias-35165,C_05,1224
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-37458,C_05,1152
FI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-92203,C_05,600
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-67220,C_06,14
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-87056,C_02,128
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-26148,C_01,1498
FI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-97488,C_07,7
FI,2024-07,2024-W27,2024-07-03,inventory_waste,donation,alias-67445,C_05,220
FI,2024-07,2024-W29,2024-07-16,inventory_waste,disposal,alias-72272,C_05,616
FI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-39061,C_07,32
FI,2024-07,2024-W29,2024-07-17,inventory_waste,donation,alias-70044,C_10,41
FI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-39061,C_07,8
PI,2024-07,2024-W30,2024-07-23,inventory_waste,disposal,alias-90301,C_05,160
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-98460,C_07,144
FI,2024-08,2024-W33,2024-08-14,inventory_waste,donation,alias-41498,C_07,58
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-78026,C_05,384
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-52987,C_05,26
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-36252,C_05,144
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-38044,C_05,360
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-55049,C_05,499
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-86740,C_05,5846
FI,2024-07,2024-W30,2024-07-25,inventory_waste,donation,alias-59031,C_05,432
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-98227,C_02,6
FI,2024-08,2024-W33,2024-08-12,inventory_waste,donation,alias-30262,C_02,3
FI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-45426,C_05,23
FI,2024-08,2024-W32,2024-08-05,inventory_waste,donation,alias-65472,C_07,173
FI,2024-08,2024-W32,2024-08-05,inventory_waste,donation,alias-74772,C_05,576
FI,2024-07,2024-W27,2024-07-03,inventory_waste,donation,alias-88356,C_05,168
FI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-36538,C_07,132
FI,2024-07,2024-W29,2024-07-17,inventory_waste,donation,alias-62303,C_05,540
FI,2024-07,2024-W29,2024-07-15,inventory_waste,donation,alias-26166,C_07,14
FI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-26689,C_05,223
FI,2024-07,2024-W27,2024-07-02,inventory_waste,disposal,alias-15604,C_06,6440
FI,2024-08,2024-W33,2024-08-14,inventory_waste,donation,alias-11331,C_05,3046
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-10465,C_07,331
FI,2024-08,2024-W32,2024-08-07,inventory_waste,donation,alias-25977,C_05,3898
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-59243,C_05,108
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-41250,C_05,461
FI,2024-08,2024-W34,2024-08-20,inventory_waste,disposal,alias-39708,C_06,8755
FI,2024-07,2024-W28,2024-07-12,inventory_waste,disposal,alias-90898,C_07,18
FI,2024-07,2024-W27,2024-07-03,inventory_waste,donation,alias-26689,C_05,756
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-94174,C_05,2496
FI,2024-07,2024-W27,2024-07-03,inventory_waste,donation,alias-85039,C_05,386
FI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-73489,C_05,22
FI,2024-07,2024-W29,2024-07-17,inventory_waste,donation,alias-25609,C_07,31
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-60680,C_02,46
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-35680,C_05,198
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-72466,C_05,240
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-89840,C_05,528
FI,2024-07,2024-W29,2024-07-15,inventory_waste,donation,alias-23925,C_06,2419
FI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-42879,C_07,149
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-77003,C_07,1613
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-67027,C_08,600
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-74051,C_04,907
FI,2024-08,2024-W31,2024-07-30,inventory_waste,disposal,alias-13683,C_07,72
FI,2024-08,2024-W32,2024-08-07,inventory_waste,donation,alias-41369,C_08,15000
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-21677,C_03,3600
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-51906,C_05,1382
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-25283,C_06,1080
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-52987,C_05,32
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-65634,C_01,360
FI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-44541,C_01,533
FI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-40408,C_01,490
FI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-85321,C_01,24
FI,2024-07,2024-W29,2024-07-16,inventory_waste,disposal,alias-74772,C_05,112
FI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-27426,C_05,1056
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-45985,C_04,1229
PI,2024-08,2024-W34,2024-08-23,inventory_waste,donation,alias-93543,C_01,1951
PI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-96628,C_05,1224
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-95347,C_05,936
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-67445,C_05,720
PI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-54779,C_05,360
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-91615,C_05,1872
PI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-36252,C_05,403
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-92203,C_05,224
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-25010,C_05,8400
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-17050,C_05,1440
FI,2024-07,2024-W30,2024-07-25,inventory_waste,donation,alias-20237,C_05,202
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-37664,C_04,216
FI,2024-08,2024-W32,2024-08-05,inventory_waste,donation,alias-39910,C_05,528
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-58703,C_07,90
FI,2024-08,2024-W33,2024-08-12,inventory_waste,donation,alias-81088,C_02,17
FI,2024-07,2024-W29,2024-07-16,inventory_waste,disposal,alias-90248,C_04,78
FI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-18080,C_05,708
FI,2024-07,2024-W29,2024-07-16,inventory_waste,disposal,alias-27426,C_05,704
FI,2024-07,2024-W28,2024-07-10,inventory_waste,donation,alias-65940,C_05,454
FI,2024-07,2024-W28,2024-07-10,inventory_waste,donation,alias-64817,C_07,40
FI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-64732,C_05,800
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-70536,C_07,10
PI,2024-07,2024-W27,2024-06-29,inventory_waste,disposal,alias-65658,C_05,1680
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-20848,C_04,120
PI,2024-07,2024-W28,2024-07-12,inventory_waste,donation,alias-90173,C_05,5328
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-79344,C_04,240
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-37664,C_04,384
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-17725,C_04,144
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-92444,C_05,125
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-71618,C_01,653
FI,2024-08,2024-W35,2024-08-26,inventory_waste,disposal,alias-31318,C_04,317
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-60680,C_02,12
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-64732,C_05,96
FI,2024-08,2024-W34,2024-08-20,inventory_waste,donation,alias-31494,C_01,152
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-82673,C_05,256
FI,2024-07,2024-W27,2024-07-01,inventory_waste,disposal,alias-46871,C_07,894
FI,2024-07,2024-W27,2024-07-01,inventory_waste,donation,alias-85039,C_05,112
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-25010,C_05,3000
FI,2024-07,2024-W30,2024-07-25,inventory_waste,donation,alias-94897,C_04,1434
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-95115,C_01,850
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-58616,C_03,22
FI,2024-08,2024-W33,2024-08-12,inventory_waste,donation,alias-73256,C_07,475
FI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-94174,C_05,54
FI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-42490,C_05,400
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-56703,C_04,70
FI,2024-07,2024-W28,2024-07-08,inventory_waste,donation,alias-74919,C_02,54
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-94574,C_05,1728
FI,2024-07,2024-W29,2024-07-13,inventory_waste,donation,alias-15832,C_07,6
FI,2024-07,2024-W30,2024-07-22,inventory_waste,donation,alias-38550,C_07,73
FI,2024-08,2024-W31,2024-07-29,inventory_waste,donation,alias-11932,C_07,202
FI,2024-08,2024-W34,2024-08-19,inventory_waste,donation,alias-88356,C_05,454
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-70225,C_05,461
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-82090,C_05,2340
PI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-69482,C_01,173
PI,2024-08,2024-W33,2024-08-16,inventory_waste,donation,alias-70178,C_05,624
PI,2024-07,2024-W28,2024-07-09,inventory_waste,disposal,alias-12999,C_06,400
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-54292,C_05,9936
PI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-88381,C_01,182
PI,2024-08,2024-W35,2024-08-30,inventory_waste,donation,alias-23357,C_09,352
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-50474,C_05,128
FI,2024-08,2024-W35,2024-08-26,inventory_waste,donation,alias-53655,C_04,13
FI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-18838,C_03,320
FI,2024-07,2024-W30,2024-07-25,inventory_waste,donation,alias-38044,C_05,3852
FI,2024-08,2024-W34,2024-08-22,inventory_waste,donation,alias-65422,C_04,365
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-94382,C_07,36
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-33584,C_05,480
FI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-65634,C_01,92
FI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-70811,C_07,1440
FI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-40745,C_01,672
PI,2024-07,2024-W30,2024-07-26,inventory_waste,donation,alias-11143,C_04,902
PI,2024-08,2024-W34,2024-08-23,inventory_waste,donation,alias-38298,C_03,3488
PI,2024-07,2024-W27,2024-07-05,inventory_waste,donation,alias-24594,C_05,1224
PI,2024-07,2024-W27,2024-07-01,inventory_waste,disposal,alias-50916,C_07,19
PI,2024-07,2024-W29,2024-07-19,inventory_waste,donation,alias-13801,C_08,600
FI,2024-08,2024-W32,2024-08-07,inventory_waste,donation,alias-54292,C_05,3680
FI,2024-08,2024-W32,2024-08-07,inventory_waste,donation,alias-22732,C_04,282
FI,2024-08,2024-W35,2024-08-28,inventory_waste,donation,alias-50008,C_07,4368
PI,2024-08,2024-W32,2024-08-09,inventory_waste,donation,alias-20848,C_04,288
FI,2024-07,2024-W28,2024-07-12,inventory_waste,disposal,alias-70439,C_05,144
FI,2024-07,2024-W30,2024-07-25,inventory_waste,donation,alias-45589,C_07,60
FI,2024-08,2024-W31,2024-08-02,inventory_waste,donation,alias-39015,C_05,72
FI,2024-07,2024-W27,2024-07-03,inventory_waste,donation,alias-45977,C_04,907
FI,2024-07,2024-W29,2024-07-16,inventory_waste,disposal,alias-45545,C_02,51
